[00:00:00 --> 00:00:02]  Здравствуйте, дорогие друзья!
[01:07:44 --> 01:07:46]  Из более интенсивный воздух обмен.
[01:07:46 --> 01:07:49]  Сответственно, влажность в камере будет падать,
[01:07:49 --> 01:07:52]  более интенсивная и больше интенсивного будет обсыхать сам продум.
[01:07:52 --> 01:07:56]  Вот еще, деймя мутки у нас пройдет,
[01:07:56 --> 01:07:59]  за звенен зланок и мы перейдем на следующий шаг.
[01:07:59 --> 01:08:02]  Начи сейчас мы наше продукцию поставим на сушку.
[01:08:02 --> 01:08:05]  Сушку на ветке будет примерно 40-50 минут, да?
[01:08:05 --> 01:08:09]  После этого мы посмотрим, что такое хорошо высушное продукцию.
[01:08:09 --> 01:08:10]  Это с колбаса.
[01:08:10 --> 01:08:14]  И мясо, после этого мы будем коптить и после этого варить.
[01:08:14 --> 01:08:17]  Вроде императором 3,7 с два градуса.
[01:08:17 --> 01:08:18]  Вот я...
[01:08:18 --> 01:08:21]  Я от копчения мы обязательно откроем и посмотрим,
[01:08:21 --> 01:08:24]  чтобы у нас поверхность была полностью готова копчения.
[01:08:24 --> 01:08:28]  Я все эти логические, дальнейшие шаги передаю,
[01:08:28 --> 01:08:30]  передаю в руки катерины.
[01:08:30 --> 01:08:31]  Вот.
[01:08:31 --> 01:08:35]  И, соответственно, она будет продолжать дальше.
[01:08:35 --> 01:08:43]  Итак, это об сушке у нас подходит к своему завершению.
[01:08:43 --> 01:08:47]  На эти в камере у нас температуры 55 градусов.
[01:08:47 --> 01:08:50]  В продукте у нас уже 38.
[01:08:50 --> 01:08:55]  Мы сделали до 40, но на самом деле уже на этом этапе.
[01:08:55 --> 01:08:59]  У нас должно произойти цвета образования.
[01:09:00 --> 01:09:03]  Влажность соответственно, 17% всего лишь.
[01:09:03 --> 01:09:05]  То есть воздух очень сухой.
[01:09:05 --> 01:09:07]  Очень хорошо это для копчения.
[01:09:07 --> 01:09:12]  Поэтому у нас корочка должна полностью уже поверхность обсохнуть.
[01:09:12 --> 01:09:14]  Сейчас откроем и посмотрим.
[01:09:14 --> 01:09:15]  Хорошо.
[01:09:15 --> 01:09:17]  Так все параметры мы видим.
[01:09:19 --> 01:09:21]  Открываем.
[01:09:21 --> 01:09:23]  Вот такая у нас красота.
[01:09:23 --> 01:09:26]  Цвет у нас стал красный.
[01:09:27 --> 01:09:30]  Вот поверхность стала сухая.
[01:09:30 --> 01:09:34]  Видно, что она не блестит уже воды нету.
[01:09:34 --> 01:09:35]  Влаги нету.
[01:09:35 --> 01:09:38]  Колбаска у нас вся покраснела.
[01:09:38 --> 01:09:44]  Покраснела равномерно достаточно поверхность сухая.
[01:09:44 --> 01:09:50]  Соответственно, в таком вот на этом этапе можно принимать решение о том, что пора коптить.
[01:09:50 --> 01:09:55]  Как только у нас все поверхность сухая.
[01:09:55 --> 01:09:59]  У нас 100% получится качественный цвет.
[01:09:59 --> 01:10:03]  Так, закрываем ключаем копчение.
[01:10:03 --> 01:10:06]  Следующий этап.
[01:10:06 --> 01:10:09]  Мы сейчас зададим параметры здесь.
[01:10:09 --> 01:10:14]  На копчение 60 градусов поставим температуру камеры.
[01:10:14 --> 01:10:18]  Влажность у нас и подходящая низкая.
[01:10:18 --> 01:10:22]  Здесь мы будем регулировать заслонками.
[01:10:22 --> 01:10:28]  Будем регулировать подачу дыма.
[01:10:28 --> 01:10:30]  Мы задаем.
[01:10:30 --> 01:10:34]  Снимаем 60 градусов.
[01:10:34 --> 01:10:37]  Окей.
[01:10:37 --> 01:10:41]  Сейчас камера наберет эту температуру.
[01:10:41 --> 01:10:49]  И мы запускаем дыма генерата.
[01:10:49 --> 01:10:52]  Оехали.
[01:10:52 --> 01:10:56]  Значит, чипу мы на сыпы ли в кассету.
[01:10:56 --> 01:11:00]  Вот этой кассеты нам хватит даже неполный.
[01:11:00 --> 01:11:03]  Нам хватит на весь процесс копчение.
[01:11:03 --> 01:11:07]  Я думаю, что при неполной загрузке у нас даже еще что-то останется.
[01:11:07 --> 01:11:10]  Здесь у нас на литого дай.
[01:11:10 --> 01:11:14]  Если не знаю, если видно.
[01:11:14 --> 01:11:23]  То есть это как раз вот эта зерка ловады, которая у нас гасит лишнее горение из клинки.
[01:11:23 --> 01:11:26]  Как таким образом очищая дым.
[01:11:26 --> 01:11:29]  Ставляем кассеты.
[01:11:29 --> 01:11:34]  Так.
[01:11:34 --> 01:11:38]  Полностью открыто.
[01:11:38 --> 01:11:41]  Побежаем.
[01:11:41 --> 01:11:45]  Чимо оно мнение.
[01:11:59 --> 01:12:03]  Так.
[01:12:03 --> 01:12:07]  Все у нас щипа схватилась по всей поверхности.
[01:12:07 --> 01:12:11]  Мы закрываем крышку.
[01:12:11 --> 01:12:16]  И дальше смотрим, как горение и регулируем.
[01:12:16 --> 01:12:21]  Нат смотрим, чтобы разгорелось щипа, чтобы разгорелся огонь.
[01:12:21 --> 01:12:26]  И дальше мы будем огонь гасить при крытием заслонке.
[01:12:27 --> 01:12:30]  Так здесь у нас все на полно.
[01:12:38 --> 01:12:41]  Сейчас оно разгорится. Как нужно ему покажем.
[01:12:41 --> 01:12:44]  Какого цвета должны быть укройки.
[01:12:45 --> 01:12:49]  Вот сейчас у нас пламя.
[01:12:49 --> 01:12:58]  Мы его начнем немного гасить при крыванием заслонки.
[01:12:58 --> 01:13:03]  Там видно, что происходит.
[01:13:03 --> 01:13:09]  Сейчас я буду при крывать и оттуда пойдет дымочек.
[01:13:15 --> 01:13:18]  Вот он пошел чуть-чуть сюда.
[01:13:18 --> 01:13:24]  И вот на этой тонкой грани, такой, чтобы у нас было ярко бордовое теление.
[01:13:24 --> 01:13:28]  Но дым не валил выездами генератора наружу.
[01:13:28 --> 01:13:30]  Оставляем.
[01:13:30 --> 01:13:34]  Вот в таком положении у нас оказывается шибер.
[01:13:36 --> 01:13:39]  Здесь у нас все красиво.
[01:13:39 --> 01:13:44]  И смотрим, что происходит у нас с параллитром и в камере.
